,name,pairname,catalogid1,catalogid2,nd_value,resolution,algm_ver,creationda,raster,fileurl,acquisitio,spec_type,sensor1,qual,dx,dy,dz,reg_src,num_gcps,meanresz,active,qc,rel_ver,acquisit_1,sensor2,st_area_sh,st_length_,geometry,clip_area,minx,miny,maxx,maxy
108,SETSM_WV01_20120719_102001001B717400_102001001C7BD400_seg2_2m_v3.0,WV01_20120719_102001001B717400_102001001C7BD400,102001001B717400,102001001C7BD400,-9999,2,SETSM,3.1.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w154/SETSM_WV01_20120719_102001001B717400_102001001C7BD400_seg2_2m_v3.0.tar.gz,2012-07-19,DEM,WV01,0.4270439,-1.518,-0.097,3.794,ICESat,102,0,1,1,7,2012-07-19,WV01,758409624.474,118889.424928,"POLYGON ((-2013770 666242, -2012706 666890, -2012610 666938, -1996772 671450, -1996762 671450, -1982149.999899998 666564, -1969798.945668124 662405.2492276485, -1969798.945668124 648196.8425756813, -1970478 646174, -1970486 646158, -1971198 645070, -1971526 644662, -1982758 647852, -2001892 654136, -2011642 657344, -2013770 666242))",728800093.901312,-2013770,644662,-1969798.94566812,671450
109,SETSM_WV01_20170602_1020010063B05500_1020010061952600_seg1_2m_v3.0,WV01_20170602_1020010063B05500_1020010061952600,1020010063B05500,1020010061952600,-9999,2,SETSM,3.2.8,2018-04-12,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w154/SETSM_WV01_20170602_1020010063B05500_1020010061952600_seg1_2m_v3.0.tar.gz,2017-06-02,DEM,WV01,0.98283727,-0.224,0.338,-0.357,ICESat,661,-0.002,1,0,7,2017-06-02,WV01,2068000024.26,262419.534367,"POLYGON ((-2082864 670354, -2078472 685232, -2077912 687096, -2077648 687888, -2077616 687960, -2077578 687960, -2070564 685664, -1970454 652838, -1970422 652822, -1970414 652782, -1970398 652580, -1970422 652484, -1971118 650044, -1974918 636848, -1975334 635448, -1975358 635376, -1975366 635368, -1975384 635368, -1975472 635384, -1975576 635408, -2082719.999899998 670244, -2082776 670268, -2082856 670308, -2082864 670316, -2082864 670354))",2068000024.25697,-2082864,635368,-1970398,687960
110,SETSM_WV01_20160707_102001004ECFD600_10200100518DB500_seg1_2m_v3.0,WV01_20160707_102001004ECFD600_10200100518DB500,102001004ECFD600,10200100518DB500,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w154/SETSM_WV01_20160707_102001004ECFD600_10200100518DB500_seg1_2m_v3.0.tar.gz,2016-07-07,DEM,WV01,0.58132907,-0.304,0.389,0.184,ICESat,521,0.002,1,2,7,2016-07-07,WV01,2041454969.49,259674.024536,"POLYGON ((-2073478 699176, -2073470 699208, -2073390 699448, -2072669.999899998 701536, -2068232 714236, -2067824 715396, -2067504 716292, -2067480 716348, -2067408 716492, -2067384 716524, -2067346 716524, -2063730 715284, -1969798.945668124 682931.4805629718, -1969798.945668124 664014.3036292795, -2073462 699138, -2073478 699146, -2073478 699176))",1932589186.60393,-2073478,664014.30362928,-1969798.94566812,716524
111,SETSM_WV01_20120715_102001001B335B00_102001001C53D200_seg3_2m_v3.0,WV01_20120715_102001001B335B00_102001001C53D200,102001001B335B00,102001001C53D200,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w154/SETSM_WV01_20120715_102001001B335B00_102001001C53D200_seg3_2m_v3.0.tar.gz,2012-07-15,DEM,WV01,0.45226521,0.662,0.044,1.965,ICESat,86,0.001,1,0,7,2012-07-15,WV01,495176299.922,93053.0070757,"POLYGON ((-2002750 654748, -2002734 654868, -2002686 655124, -2002638 655308, -2002134.000100002 656884, -1998573.999899998 667650, -1997494 670794, -1997470 670818, -1997128 671098, -1996744 671402, -1996730 671402, -1981404 666290, -1974096 663846, -1969798.945668124 661962.0697756801, -1969798.945668124 656754.6567864727, -1982688 647934, -1982714 647934, -1986418 649152, -2002710 654534, -2002726 654542, -2002750 654566, -2002750 654748))",483622662.902887,-2002750,647934,-1969798.94566812,671402
112,SETSM_W1W1_20120715_102001001B717400_102001001C53D200_seg1_2m_v3.0,W1W1_20120715_102001001B717400_102001001C53D200,102001001B717400,102001001C53D200,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w154/SETSM_W1W1_20120715_102001001B717400_102001001C53D200_seg1_2m_v3.0.tar.gz,2012-07-15,DEM,WV01,0.5274594,0.162,-0.115,6.412,ICESat,117,0.007,1,0,7,2012-07-19,WV01,729758788,116470.60112,"POLYGON ((-2014168 658354, -2009728 666064, -2009264 666496, -2008928 666672, -1996716 671392, -1980572 666008, -1972574 663072, -1969822 661808, -1969798.945668124 661782.48168284, -1969798.945668124 647636.3157122214, -1970862 644394, -1970934 644210, -1970960 644210, -1972768 644618, -1990216 650386, -2010608 657132, -2014168 658340, -2014168 658354))",706731223.099817,-2014168,644210,-1969798.94566812,671392
113,SETSM_W1W1_20130221_102001001E39AE00_102001001F231400_seg1_2m_v3.0,W1W1_20130221_102001001E39AE00_102001001F231400,102001001E39AE00,102001001F231400,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w154/SETSM_W1W1_20130221_102001001E39AE00_102001001F231400_seg1_2m_v3.0.tar.gz,2013-02-21,DEM,WV01,0.92798092,-0.4,0.017,1.253,ICESat,1842,0.003,1,0,7,2013-02-25,WV01,1831483722,259207.024454,"POLYGON ((-2082540 675586, -2082492 676002, -2081804 680394, -2081652 681346, -2081644 681386, -2081580 681626, -2081540 681762, -2081500 681882, -2078158 690370, -2078030 690690, -2077878 691042, -2077838 691122, -2077800 691122, -2077712 691098, -2066492 687486, -1997826 665034, -1970436 655914, -1970116 655802, -1969860 655698, -1969798.945668124 655667.4728340621, -1969798.945668124 655182.3604993601, -1969980 653624, -1970012 653376, -1970052 653256, -1974354 641122, -1974426 640930, -1974442 640898, -1974450 640890, -1974596 640930, -2082140 675348, -2082532 675484, -2082540 675492, -2082540 675586))",1831471430.81693,-2082540,640890,-1969798.94566812,691122
114,SETSM_WV01_20120715_102001001B335B00_102001001C53D200_seg1_2m_v3.0,WV01_20120715_102001001B335B00_102001001C53D200,102001001B335B00,102001001C53D200,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w154/SETSM_WV01_20120715_102001001B335B00_102001001C53D200_seg1_2m_v3.0.tar.gz,2012-07-15,DEM,WV01,0.401745,-0.363,-3.584,0.918,ICESat,220,-0.001,1,1,7,2012-07-15,WV01,1192097678.46,165361.750512,"POLYGON ((-2081662 680542, -2078384 697082, -2078160 698146, -2078112 698330, -2078064 698466, -2078048 698506, -2078010 698506, -2077954 698490, -2042416 686638, -2024351.999899998 680610, -2016394 677410, -2016234 677130, -2016218 677042, -2016210 676938, -2015794 666380, -2015794 666322, -2015842 666226, -2020872 662028, -2022960 661228, -2022977.999899998 661228, -2023082 661260, -2081622 680488, -2081654.000100002 680504, -2081662 680512, -2081662 680542))",1192097678.46101,-2081662,661228,-2015794,698506
115,SETSM_WV01_20130221_102001001F231400_1020010020AC6200_seg1_2m_v3.0,WV01_20130221_102001001F231400_1020010020AC6200,102001001F231400,1020010020AC6200,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w154/SETSM_WV01_20130221_102001001F231400_1020010020AC6200_seg1_2m_v3.0.tar.gz,2013-02-21,DEM,WV01,0.98931905,0.625,-0.094,-1.532,ICESat,1795,-0.002,1,2,7,2013-02-21,WV01,1792020065.97,258718.39738,"POLYGON ((-2082512 675802, -2082424 676562, -2082224 677904, -2082088 678440, -2082048 678584, -2080784 682240, -2077680 690974, -2077640 691054, -2077632 691062, -2077594.000100002 691062, -2075530 690390, -1970002 655780, -1969798.945668124 655712.315222708, -1969798.945668124 654974.9984524029, -1974200 641500, -1974328 641116, -1974336 641100, -1974370 641100, -1974690 641164, -1974834 641196, -1974970 641236, -2082120 675604, -2082504 675732, -2082512.000100002 675740, -2082512 675802))",1791940127.82999,-2082512.0001,641100,-1969798.94566812,691062
116,SETSM_WV01_20160702_102001004F1A9D00_1020010051AFDF00_seg1_2m_v3.0,WV01_20160702_102001004F1A9D00_1020010051AFDF00,102001004F1A9D00,1020010051AFDF00,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w155/SETSM_WV01_20160702_102001004F1A9D00_1020010051AFDF00_seg1_2m_v3.0.tar.gz,2016-07-02,DEM,WV01,0.91306524,0.398,-0.834,0.272,ICESat,463,0.002,1,0,7,2016-07-02,WV01,2367254166.51,270152.26415,"POLYGON ((-2138483.335239373 774351.0165992163, -2055984 744180, -2055935.999899998 744156, -2056064 743674, -2058176 735924, -2058224 735764, -2060606 730478, -2062518 726254, -2062670 725926, -2062702 725862, -2062782 725758, -2062806 725734, -2062840 725734, -2062872 725742, -2064264 726222, -2138483.335239373 752155.8731706887, -2138483.335239373 774351.0165992163))",1713038637.2643,-2138483.33523937,725734,-2055935.9999,774351.016599216
117,SETSM_W1W1_20120310_102001001872B600_102001001A966500_seg1_2m_v3.0,W1W1_20120310_102001001872B600_102001001A966500,102001001872B600,102001001A966500,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w155/SETSM_W1W1_20120310_102001001872B600_102001001A966500_seg1_2m_v3.0.tar.gz,2012-03-10,DEM,WV01,0.99344691,-0.089,0.546,1.261,ICESat,4182,-0.001,1,0,7,2012-03-10,WV01,2179216503.82,270184.755047,"POLYGON ((-2138483.335239373 779188.9544578133, -2068100 753996, -2052990 748564, -2052958 748548, -2052950 748540, -2052950 748514, -2052990 748354, -2054030 744642, -2054550 742810, -2054582 742722, -2058988 731898, -2059420 730850, -2059430 730850, -2060702 731274, -2067918 733866, -2138483.335239373 759476.9735982987, -2138483.335239373 779188.9544578133))",1643207257.1205,-2138483.33523937,730850,-2052950,779188.954457813
118,SETSM_WV01_20120503_102001001C2DBB00_102001001AA1BF00_seg1_2m_v3.0,WV01_20120503_102001001C2DBB00_102001001AA1BF00,102001001C2DBB00,102001001AA1BF00,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w155/SETSM_WV01_20120503_102001001C2DBB00_102001001AA1BF00_seg1_2m_v3.0.tar.gz,2012-05-03,DEM,WV01,0.65408596,1.384,0.749,1.071,ICESat,309,0.002,1,0,7,2012-05-03,WV01,1977810962,242142.248466,"POLYGON ((-2138483.335239373 761522.6790103724, -2120870 755244, -2074462 738664, -2074398 738520, -2073902 737040, -2073902 736980, -2073918 736876, -2076118 727556, -2076782 725908, -2078078 722724, -2078958 720588, -2079014 720468, -2084314 722212, -2138483.335239373 740867.702383799, -2138483.335239373 761522.6790103724))",1266044078.48502,-2138483.33523937,720468,-2073902,761522.679010372
119,SETSM_WV01_20121020_102001001E743000_102001001ECFA700_seg1_2m_v3.0,WV01_20121020_102001001E743000_102001001ECFA700,102001001E743000,102001001ECFA700,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w155/SETSM_WV01_20121020_102001001E743000_102001001ECFA700_seg1_2m_v3.0.tar.gz,2012-10-20,DEM,WV01,0.9899461,0.379,1.751,-0.723,ICESat,2712,-0.002,1,2,7,2012-10-20,WV01,2362767981.21,275979.943979,"POLYGON ((-2138483.335239373 780297.1450453, -2123910 774968, -2052937.999899998 748966, -2052906 748950, -2052906 748916, -2053050 747844, -2053610 743996, -2059152 731116, -2059200 731012, -2059210 731012, -2059562 731092, -2059714 731132, -2060098 731252, -2138483.335239373 758875.5016508539, -2138483.335239373 780297.1450453))",1728261350.57376,-2138483.33523937,731012,-2052906,780297.1450453
120,SETSM_W1W1_20100321_102001000BB54300_102001000C2C5D00_seg1_2m_v3.0,W1W1_20100321_102001000BB54300_102001000C2C5D00,102001000BB54300,102001000C2C5D00,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w155/SETSM_W1W1_20100321_102001000BB54300_102001000C2C5D00_seg1_2m_v3.0.tar.gz,2010-03-22,DEM,WV01,0.98754614,0.343,0.259,1.597,ICESat,4518,-0.001,1,0,7,2010-03-21,WV01,2069034530.37,259553.015285,"POLYGON ((-2138483.335239373 749426.9757912001, -2064268 723446, -2064236 723430, -2064228 723422, -2064228 723404, -2064371.999899998 722988, -2068916 710662, -2070356 706790, -2070460 706526, -2070508 706422, -2070526 706422, -2070982 706574, -2138483.335239373 729594.2163672544, -2138483.335239373 749426.9757912001))",1387941807.74631,-2138483.33523937,706422,-2064228,749426.9757912
121,SETSM_W1W1_20151015_1020010044DE5900_1020010046420700_seg1_2m_v3.0,W1W1_20151015_1020010044DE5900_1020010046420700,1020010044DE5900,1020010046420700,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w155/SETSM_W1W1_20151015_1020010044DE5900_1020010046420700_seg1_2m_v3.0.tar.gz,2015-10-15,DEM,WV01,0.9651915,0.42,-0.148,8.212,ICESat,218,-0.001,1,0,7,2015-10-15,WV01,321369157.999,154555.248576,"POLYGON ((-2138483.335239373 778065.2023389824, -2097122 762956, -2095290 762212, -2095282.000100002 762204, -2095282 762186, -2096810 758188, -2096850 758100, -2096868 758100, -2123666 767934, -2138483.335239373 773380.0665867556, -2138483.335239373 778065.2023389824))",200548353.572233,-2138483.33523937,758100,-2095282,778065.202338982
122,SETSM_WV01_20150524_102001003B305E00_102001003D2B3C00_seg1_2m_v3.0,WV01_20150524_102001003B305E00_102001003D2B3C00,102001003B305E00,102001003D2B3C00,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w155/SETSM_WV01_20150524_102001003B305E00_102001003D2B3C00_seg1_2m_v3.0.tar.gz,2015-05-24,DEM,WV01,0.86811305,-1.097,-18.754,1.86,ICESat,1057,-0.009,1,2,7,2015-05-24,WV01,2165327112,268631.180105,"POLYGON ((-2138483.335239373 779629.3717945289, -2052294 748194, -2052278.000100002 748186, -2052270 748178, -2052270 748168, -2053646 744400, -2057566 733848, -2058550 731424, -2058606 731296, -2058630 731248, -2058648 731248, -2059736 731632, -2138483.335239373 759631.9341118132, -2138483.335239373 779629.3717945289))",1629823850.12853,-2138483.33523937,731248,-2052270,779629.371794529
123,SETSM_WV01_20170407_1020010060E33B00_102001005D6E4A00_seg1_2m_v3.0,WV01_20170407_1020010060E33B00_102001005D6E4A00,1020010060E33B00,102001005D6E4A00,-9999,2,SETSM,3.2.5,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w155/SETSM_WV01_20170407_1020010060E33B00_102001005D6E4A00_seg1_2m_v3.0.tar.gz,2017-04-07,DEM,WV01,0.99611145,0.652,0.146,-1.012,ICESat,3709,-0.002,1,0,7,2017-04-07,WV01,2162018479.92,264504.643297,"POLYGON ((-2138483.335239373 748259.8569183033, -2064198 722192, -2064078 722144, -2064030 722120, -2064014 722104, -2064014 722038, -2064038 721918, -2064678 719246, -2064718 719126, -2068910 708104, -2070156 704888, -2070220 704752, -2070228 704744, -2070254 704744, -2070574 704848, -2138483.335239373 727936.0158773533, -2138483.335239373 748259.8569183033))",1426035814.35219,-2138483.33523937,704744,-2064014,748259.856918303
124,SETSM_W1W1_20160624_1020010051363F00_1020010053556B00_seg2_2m_v3.0,W1W1_20160624_1020010051363F00_1020010053556B00,1020010051363F00,1020010053556B00,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w154/SETSM_W1W1_20160624_1020010051363F00_1020010053556B00_seg2_2m_v3.0.tar.gz,2016-06-24,DEM,WV01,0.26276672,2.487,6.685,4.037,ICESat,185,-0.093,1,0,7,2016-06-29,WV01,656465390.467,119691.688502,"POLYGON ((-2138483.335239373 706294.0255771605, -2134928 705144, -2133600 704704, -2133240 704528, -2133000 703936, -2133000 703814, -2133288 702350, -2134944 694798, -2135808 691038, -2135912 690638, -2135928 690598, -2138483.335239373 691420.3599735319, -2138483.335239373 706294.0255771605))",61219726.9123366,-2138483.33523937,690598,-2133000,706294.025577161
125,SETSM_WV01_20131014_102001002596D400_102001002722E700_seg3_2m_v3.0,WV01_20131014_102001002596D400_102001002722E700,102001002596D400,102001002722E700,-9999,2,SETSM,3.1.4,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w154/SETSM_WV01_20131014_102001002596D400_102001002722E700_seg3_2m_v3.0.tar.gz,2013-10-14,DEM,WV01,0.7411441,-1.571,-0.955,1.655,ICESat,474,-0.09,1,0,7,2013-10-14,WV01,527120628,95741.0640802,"POLYGON ((-2122728 684532, -2122704 684660, -2122696 684692, -2119474 695762, -2118194 700144, -2118161.999899998 700240, -2118130 700304, -2117954 700480, -2117906 700520, -2117882 700528, -2117676 700528, -2117484 700488, -2115308 699800, -2090718 691792, -2088544 691082, -2088512 691066, -2088528 691008, -2093092 675542, -2093316 674790, -2093348 674694, -2093364 674686, -2093406 674686, -2093486 674710, -2097076 675902, -2122248 684302, -2122720.000100002 684462, -2122728 684470, -2122728 684532))",527120628.0004,-2122728,674686,-2088512,700528
126,SETSM_WV01_20131014_102001002596D400_102001002722E700_seg1_2m_v3.0,WV01_20131014_102001002596D400_102001002722E700,102001002596D400,102001002722E700,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w154/SETSM_WV01_20131014_102001002596D400_102001002722E700_seg1_2m_v3.0.tar.gz,2013-10-14,DEM,WV01,0.75679042,0.561,-5.131,-0.173,ICESat,1431,-0.002,1,0,7,2013-10-14,WV01,1162498401.99,171969.800272,"POLYGON ((-2138483.335239373 707349.319139196, -2120512 701492, -2118816 700916, -2118784 700900, -2118776 700892, -2118768 700876, -2118776 700802, -2118792 700714, -2122158 689348, -2123406 685438, -2123446 685334, -2123582 685022, -2123670 684902, -2123710 684854, -2123726 684846, -2123744 684846, -2126456 685718, -2138483.335239373 689724.3609346339, -2138483.335239373 707349.319139196))",306611227.967723,-2138483.33523937,684846,-2118768,707349.319139196
127,SETSM_WV01_20160629_10200100500AB900_1020010053556B00_seg9_2m_v3.0,WV01_20160629_10200100500AB900_1020010053556B00,10200100500AB900,1020010053556B00,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w154/SETSM_WV01_20160629_10200100500AB900_1020010053556B00_seg9_2m_v3.0.tar.gz,2016-06-29,DEM,WV01,0.14462703,-0.489,-0.443,-1.226,ICESat,27,0.043,1,0,7,2016-06-29,WV01,315516119.815,69120.9814668,"POLYGON ((-2125960 682174, -2125944 682238, -2125624 683382, -2125536 683678, -2123568 690102, -2121928 695438, -2121023.999899998 698366, -2120768 699134, -2120184 699286, -2120162 699286, -2106924 694958, -2105172 691574, -2105172 691544, -2105932 687888, -2107020 682952, -2107300 681880, -2108092 678984, -2108604 677352, -2108612 677344, -2109540 676808, -2109554 676808, -2109690 676848, -2109946 676928, -2125912 682120, -2125952 682136, -2125960 682144, -2125960 682174))",315516119.815197,-2125960,676808,-2105172,699286
128,SETSM_WV01_20170701_10200100620DFB00_1020010065EAB700_seg1_2m_v3.0,WV01_20170701_10200100620DFB00_1020010065EAB700,10200100620DFB00,1020010065EAB700,-9999,2,SETSM,3.2.8,2018-04-12,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w154/SETSM_WV01_20170701_10200100620DFB00_1020010065EAB700_seg1_2m_v3.0.tar.gz,2017-07-01,DEM,WV01,0.73821745,-0.092,0.358,3.213,ICESat,698,-0.001,1,0,7,2017-07-01,WV01,2222987980,264969.66879,"POLYGON ((-2138483.335239373 722179.5224456311, -2072418 699744, -2072354 699720, -2072306 699696, -2072298 699688, -2072298 699670, -2072322 699598, -2073042 697622, -2078738 682026, -2078778 681922, -2078810 681858, -2078828 681858, -2138483.335239373 701369.6015920691, -2138483.335239373 722179.5224456311))",1285039518.89598,-2138483.33523937,681858,-2072298,722179.522445631
129,SETSM_W1W1_20160624_1020010051363F00_1020010053556B00_seg6_2m_v3.0,W1W1_20160624_1020010051363F00_1020010053556B00,1020010051363F00,1020010053556B00,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w154/SETSM_W1W1_20160624_1020010051363F00_1020010053556B00_seg6_2m_v3.0.tar.gz,2016-06-24,DEM,WV01,0.21453424,-0.346,1.018,4.621,ICESat,70,-0.001,1,0,7,2016-06-29,WV01,614872642.028,115215.069882,"POLYGON ((-2124032 686956, -2123312 689068, -2122936 690076, -2120088 697450, -2119130 699882, -2119084 699882, -2118163.999899998 699602, -2117284 699322, -2089338 690354, -2076954 686332, -2076738 686252, -2076706 686236, -2076698 686228, -2076658 686140, -2076658 685834, -2076674 685730, -2077818 680644, -2077834 680588, -2078250 679396, -2078618 678388, -2079466 676108, -2093860 676996, -2094084 677060, -2110314 682302, -2121136 685806, -2123320 686518, -2123976 686814, -2124008 686846, -2124032 686894, -2124032 686956))",614872642.028,-2124032,676108,-2076658,699882
130,SETSM_WV01_20160629_10200100500AB900_1020010053556B00_seg12_2m_v3.0,WV01_20160629_10200100500AB900_1020010053556B00,10200100500AB900,1020010053556B00,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w154/SETSM_WV01_20160629_10200100500AB900_1020010053556B00_seg12_2m_v3.0.tar.gz,2016-06-29,DEM,WV01,0.14937236,32.789,-0.081,363.529,ICESat,6,326.664,1,0,7,2016-06-29,WV01,300617008,68271.6100483,"POLYGON ((-2097330 673482, -2096618 676906, -2095890 680344, -2095482 681784, -2093002 689992, -2092954 690136, -2092420 690184, -2092236 690128, -2088260 688872, -2086742 688384, -2078398 685648, -2077158 685224, -2077054 685184, -2077022 685168, -2076974 685120, -2076974 685106, -2078838 678652, -2080182 674044, -2080966 671452, -2081710 669012, -2081894 668436, -2081982 668172, -2082086 667932, -2082356 667956, -2082396 667964, -2089362 670204, -2095162 672188, -2097330 673444, -2097330 673482))",300617008,-2097330,667932,-2076974,690184
131,SETSM_WV01_20150607_102001003FD38A00_102001003F16CA00_seg1_2m_v3.0,WV01_20150607_102001003FD38A00_102001003F16CA00,102001003FD38A00,102001003F16CA00,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w154/SETSM_WV01_20150607_102001003FD38A00_102001003F16CA00_seg1_2m_v3.0.tar.gz,2015-06-07,DEM,WV01,0.75475496,-2.109,1.973,-3.119,ICESat,637,0,1,0,7,2015-06-07,WV01,2228971423.36,266895.043465,"POLYGON ((-2138483.335239373 726019.0636545164, -2070588 703362, -2070580 703354, -2070620 703216, -2075522 687388, -2075698 686900, -2076058 685948, -2076442 684948, -2076482 684852, -2076490 684844, -2076628 684844, -2076820 684892, -2080947.999899998 686220, -2138483.335239373 705484.9232661079, -2138483.335239373 726019.0636545164))",1337058556.58711,-2138483.33523937,684844,-2070580,726019.063654516
132,SETSM_W1W1_20160624_1020010051363F00_1020010053556B00_seg3_2m_v3.0,W1W1_20160624_1020010051363F00_1020010053556B00,1020010051363F00,1020010053556B00,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w154/SETSM_W1W1_20160624_1020010051363F00_1020010053556B00_seg3_2m_v3.0.tar.gz,2016-06-24,DEM,WV01,0.37033181,66.921,194.363,45.165,ICESat,14,59.489,1,0,7,2016-06-29,WV01,75587683.98,37753.9552213,"POLYGON ((-2138483.335239373 693763.6256531383, -2136510 703174, -2135950 703998, -2135094.000100002 704982, -2135064 704982, -2132808 704486, -2131962 704246, -2130010.000100002 703382, -2129929.999899998 703342, -2129930 703320, -2130098 702464, -2130122 702360, -2133920 692706, -2134504 691266, -2134928 690314, -2134944 690298, -2134990 690298, -2135062 690314, -2135334 690394, -2138483.335239373 691410.5001348983, -2138483.335239373 693763.6256531383))",75053020.8612763,-2138483.33523937,690298,-2129929.9999,704982
133,SETSM_WV01_20130704_1020010024154A00_102001002476A500_seg4_2m_v3.0,WV01_20130704_1020010024154A00_102001002476A500,1020010024154A00,102001002476A500,-9999,2,SETSM,3.1.4,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w154/SETSM_WV01_20130704_1020010024154A00_102001002476A500_seg4_2m_v3.0.tar.gz,2013-07-04,DEM,WV01,0.5335337,1.538,5.293,-1.991,ICESat,7,-0.008,1,0,7,2013-07-04,WV01,84602544,43736.9331982,"POLYGON ((-2097760 678116, -2097608 678580, -2096074 682996, -2092180 692512, -2092158 692512, -2092126 692504, -2089560 691672, -2088416 691296, -2088400 691288, -2090414 684308, -2093206 674784, -2093310 674632, -2094092 674472, -2094106 674472, -2094418 674520, -2094986 674688, -2095218 674760, -2096130 675088, -2097440 675696, -2097640 675816, -2097696 675872, -2097712 675896, -2097736 675944, -2097760 678116))",84602544,-2097760,674472,-2088400,692512
134,SETSM_WV01_20160629_10200100500AB900_1020010053556B00_seg6_2m_v3.0,WV01_20160629_10200100500AB900_1020010053556B00,10200100500AB900,1020010053556B00,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w154/SETSM_WV01_20160629_10200100500AB900_1020010053556B00_seg6_2m_v3.0.tar.gz,2016-06-29,DEM,WV01,0.11173226,0,0,0,,0,0,1,0,7,2016-06-29,WV01,63245976,41100.6835949,"POLYGON ((-2138483.335239373 693651.6502810722, -2137228 699308, -2137204 699404, -2137196 699412, -2131910 702804, -2131582 702948, -2131568 702948, -2131472 702860, -2131472 702822, -2131504 702710, -2136718 685766, -2136758 685646, -2136766 685638, -2136772 685638, -2136908 685670, -2137292 685790, -2138483.335239373 686171.7538336111, -2138483.335239373 693651.6502810722))",57540643.8042737,-2138483.33523937,685638,-2131472,702948
